ИМЕ НА МАРКЕТ,НАЗИВ НА ПРОИЗВОД,ПРОДАЖНА ЦЕНА,ЕДИНЕЧНА ЦЕНА,ОПИС НА ПРОИЗВОД,ДОСТАПНОСТ НА ПРОИЗВОД,РЕДОВНА ЦЕНА,ЦЕНА СО ПОПУСТ,ПОЕНИ,ТИП НА АКЦИЈА,ВРЕМЕТРАЊЕ НА АКЦИЈА
vardar,МЕГГЛЕ ШЛАГ ПЕНА 250ГР,179.00,100 МЛ: =71.6ДЕН,ШЛАГ СПРЕЈ,ДА,,,,,
vardar,МЕГЛЕ БАГЕТ СО ЗАЧИНСКИ ПУТЕР 160Г,125.00,100 ГР: =78.13ДЕН,ТЕСТО ЗАМРЗНАТО,ДА,,,,,
vardar,МЕГЛЕ БАГЕТ СО ЛУК И ПУТЕР 160Г,125.00,100 ГР: =78.13ДЕН,ТЕСТО ЗАМРЗНАТО,ДА,,,,,
vardar,МЕГЛЕ БЕЛАМИ КРОЈТЕР ЗДЕНКА 140Г,125.00,100 ГР: =89.29ДЕН,ТОПЕНО СИРЕЊЕ,ДА,,,,,
vardar,МЕГЛЕ БЕЛАМИ ТОПЕНО СИРЕЊЕ НАТУР 140Г,119.00,100 ГР: =85ДЕН,ТОПЕНО СИРЕЊЕ,ДА,,,,,
vardar,МЕГЛЕ ВАЈКРЕМ 200Г,129.00,100 ГР: =64.5ДЕН,МЛЕЧЕН НАМАЗ,ДА,,,,,
vardar,МЕГЛЕ ГРЧКИ ЈОГУРТ 150Г,32.00,100 ГР: =21.33ДЕН,ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,МЕГЛЕ ГРЧКИ ЈОГУРТ 400Г,69.00,100 ГР: =17.25ДЕН,ГРЧКИ ЈОГУРТ,ДА,,,,,
vardar,МЕГЛЕ ЕМЕНТАЛЕР 45% 300Г,325.00,100 ГР: =108.33ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ ЕМЕНТАЛЕР БАТЕРКЕЈС СЛАЈС 150ГР,335.00,100 ГР: =223.33ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ ЕМЕНТАЛЕР МИЛД СЛАЈС 150ГР,335.00,100 ГР: =223.33ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ ЕМЕНТАЛЕР РЕНДАН 45% 200Г,265.00,100 ГР: =132.5ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ ЕМЕНТАЛЕР СЛАЈС 125Г,145.00,100 ГР: =116ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ КАШКАВАЛ ТОСТ 150Г,105.00,100 ГР: =70ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ КАШКАВАЛ ТОСТ ЕМЕНТАЛЕР 150Г,105.00,100 ГР: =70ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ КАШКАВАЛ ТОСТ ЧЕДАР 150Г,105.00,100 ГР: =70ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ КИСЕЛА ПАВЛАКА 12%MM 180ГР,40.00,100 ГР: =22.22ДЕН,КИСЕЛА ПАВЛАКА,ДА,,,,,
vardar,МЕГЛЕ КИСЕЛА ПАВЛАКА 12%MM 850Г,195.00,100 ГР: =22.94ДЕН,КИСЕЛА ПАВЛАКА,ДА,,,,,
vardar,МЕГЛЕ КРЕМ ОД ПУТЕР ЛАЈТ 180ГР,129.00,100 ГР: =71.67ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ КРЕМ ПАТИСЕРИ СЛАТКА 200МЛ,72.00,100 МЛ: =36ДЕН,БЛАГА ПАВЛАКА,ДА,,,,,
vardar,МЕГЛЕ ЛАДНО КАФЕ ЕСПРЕСО МАКИЈАТО 250МЛ,55.00,100 МЛ: =22ДЕН,ГОТОВИ КАФИЊА,ДА,,,,,
vardar,МЕГЛЕ ЛАДНО КАФЕ ЛАТЕ 250МЛ,55.00,100 МЛ: =22ДЕН,ГОТОВИ КАФИЊА,ДА,,,,,
vardar,МЕГЛЕ МАСКАРПОНЕ КРЕМ 250Г,152.00,100 ГР: =60.8ДЕН,МАСКАРПОНЕ,ДА,,,,,
vardar,МЕГЛЕ МИЛКИ МАКС ЧОКОЛАДНО МЛЕКО 200МЛ,37.00,100 МЛ: =18.5ДЕН,ЧОКОЛАДНО МЛЕКО,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО 0.9%ММ 1Л,79.00,100 МЛ: =7.9ДЕН,ТРАЈНО МЛЕКО,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО 1.5%ММ 1Л,85.00,100 МЛ: =8.5ДЕН,ТРАЈНО МЛЕКО,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО 3.2% MM 1Л,64.00,100 МЛ: =6.4ДЕН,ТРАЈНО МЛЕКО,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО БАРИСТА 3.5% 1Л,65.00,100 МЛ: =6.5ДЕН,МЛЕКО ЗА КАФЕ,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО БЕЗ ЛАКТОЗА 1.5%ММ 1Л,99.00,100 МЛ: =9.9ДЕН,МЛЕКО БЕЗ ЛАКТОЗА,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО ЗА КАФЕ 10*10Г,65.00,100 ГР: =650ДЕН,МЛЕКО ЗА КАФЕ,ДА,,,,,
vardar,МЕГЛЕ МЛЕКО ПРОТЕИН АКТИВ 1.5%ММ 1Л,115.00,100 МЛ: =11.5ДЕН,МЛЕКО СО ПРОТЕИН,ДА,,,,,
vardar,МЕГЛЕ МОЦАРЕЛА 125Г,109.00,100 ГР: =87.2ДЕН,МОЦАРЕЛА,ДА,,,,,
vardar,МЕГЛЕ ПАВЛАКА 20% 180 ГР,45.00,100 ГР: =25ДЕН,КИСЕЛА ПАВЛАКА,ДА,,,,,
vardar,МЕГЛЕ ПАВЛАКА ЗА ГОТВЕЊЕ 10% 200G,69.00,100 ГР: =34.5ДЕН,СОЛЕНА ПАВЛАКА ЗА ГОТВЕЊЕ,ДА,,,,,
vardar,МЕГЛЕ ПАВЛАКА ЗА ГОТВЕЊЕ 10%MM 500МЛ,139.00,100 МЛ: =27.8ДЕН,СОЛЕНА ПАВЛАКА ЗА ГОТВЕЊЕ,ДА,,,,,
vardar,МЕГЛЕ ПАВЛАКА ЗА ГОТВЕЊЕ 20% 200МЛ,99.00,100 МЛ: =49.5ДЕН,СОЛЕНА ПАВЛАКА ЗА ГОТВЕЊЕ,ДА,,,,,
vardar,МЕГЛЕ ПАВЛАКА ЗА ГОТВЕЊЕ 500МЛ,179.00,100 МЛ: =35.8ДЕН,СОЛЕНА ПАВЛАКА ЗА ГОТВЕЊЕ,ДА,,,,,
vardar,МЕГЛЕ ПАРМЕЗАН 40Г,70.00,100 ГР: =175ДЕН,ПАРМЕЗАН,ДА,,,,,
vardar,МЕГЛЕ ПИПЕРКА ВО ПАВЛАКА 700Г,329.00,100 ГР: =47ДЕН,КИСЕЛА ПАВЛАКА СО ПИПЕРКА,ДА,375.00,"329.00
-12.27%",,АКЦИСКА ПРОДАЖБА,23.04.2025 - 04.05.2025
vardar,МЕГЛЕ ПУТЕР 200Г,239.00,100 ГР: =119.5ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ ПУТЕР АЛПЕН 125Г,159.00,100 ГР: =127.2ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ ПУТЕР АЛПИНЕС КЛАСИК 250Г,171.00,100 ГР: =68.4ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ ПУТЕР АЛПИНЕС СОЛЕН 250Г,171.00,100 ГР: =68.4ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ ПУТЕР МЛЕЧЕН КГ,679.00,100 ГР: =67.9ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ ПУТЕР СО БИЛКИ 125ГР,175.00,100 ГР: =140ДЕН,ПУТЕР,ДА,,,,,
vardar,МЕГЛЕ РАСТИТЕЛЕН КРЕМ СО ШЕЌЕР 500МЛ,145.00,100 МЛ: =29ДЕН,БЛАГА ПАВЛАКА,ДА,,,,,
vardar,МЕГЛЕ ФАСТ ЛИСТ СЕНДВИЧ 150Г,79.00,100 ГР: =52.67ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ ФАСТ ЛИСТ ТОСТ 150Г,79.00,100 ГР: =52.67ДЕН,СПЕЦИЈАЛЕН КАШКАВАЛ,ДА,,,,,
vardar,МЕГЛЕ ФОКАЧИА 250ГР,75.00,100 ГР: =30ДЕН,СОЛЕНО ПЕЦИВО,ДА,149.00,"75.00
-49.66%",,АКЦИСКА ПРОДАЖБА,26.04.2025 - 05.05.2025
vardar,МЕГЛЕ ЧОКОЛАДНО МЛЕКО 2.0%ММ 750МЛ,99.00,100 МЛ: =13.2ДЕН,ЧОКОЛАДНО МЛЕКО,ДА,,,,,
vardar,МЕГЛЕ ЧОКОЛАДНО МЛЕКО 500МЛ,75.00,100 МЛ: =15ДЕН,ЧОКОЛАДНО МЛЕКО,ДА,,,,,
vardar,МЕГЛЕ ШЛАГ ПЕНА СПРЕЈ 250ГР,119.00,100 ГР: =47.6ДЕН,ШЛАГ СПРЕЈ,ДА,,,,,
vardar,МЕД РЕС КОМ 250ГР,192.00,100 ГР: =76.8ДЕН,МЕД,ДА,,,,,
vardar,МЕД РЕС КОМ 25ГР,10.00,100 ГР: =40ДЕН,МЕД,ДА,,,,,
vardar,МЕД ЦВЕТЕН РЕС КОМ 450ГР,319.00,100 ГР: =70.89ДЕН,МЕД,ДА,,,,,
vardar,МЕД ШУМСКИ РЕС КОМ 450ГР,319.00,100 ГР: =70.89ДЕН,МЕД,ДА,,,,,
vardar,МЕДЕЛА ШТРУДЛА КАЈСИЈА 240 ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,,,,,
vardar,МЕДЕЛА ШТРУДЛА ВИШНА 240 ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,,,,,
vardar,МЕДЕЛА ШТРУДЛА ИНТЕГРАЛНА СМОКВА 240Г,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,99.00,"89.00
-10.1%",20,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,МЕДЕЛА ШТРУДЛА МАЛИНА 240ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,99.00,"89.00
-10.1%",20,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,МЕДЕЛА ШТРУДЛА МЕШАНА 240 ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,,,,,
vardar,МЕДЕЛА ШТРУДЛА СМОКВА 240 ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,,,,,
vardar,МЕДЕЛА ШТРУДЛА ШУМСКО ОВОШЈЕ 240 ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,99.00,"89.00
-10.1%",20,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,МЕДЕЛА ШТРУДЛА ЈАГОДА И ВАНИЛА 240 ГР,89.00,100 ГР: =37.08ДЕН,ШТРУДЛИ,ДА,,,,,
vardar,МЕДЕНО СРЦЕ ВИШНА 150ГР,69.00,100 ГР: =46ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДЕНО СРЦЕ И ДРУГАРИ 150 ГР,69.00,100 ГР: =46ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДЕНО СРЦЕ ПОРТОКАЛ 150ГР ПИОНИР,69.00,100 ГР: =46ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДЕЊАЦИ 150ГР ВИШНА ВИНЧИНИ,44.00,100 ГР: =29.33ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДЕЊАЦИ 150ГР ПОРТОКАЛ ВИНЧИНИ,44.00,100 ГР: =29.33ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДЕЊАЦИ 350ГР ВИШНА ВИНЧИНИ,92.00,100 ГР: =26.29ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДЕЊАЦИ 350ГР ПОРТОКАЛ ВИНЧИНИ,92.00,100 ГР: =26.29ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕДИКАЛ ВЛАЖНИ МАРАМЧИЊА АНТИБАКТЕРИСКИ 15/1,17.00,1 ПАРЧЕ =17ДЕН,ВЛАЖНИ МАРАМИЦИ,ДА,,,,,
vardar,МЕДИКАЛ ТЕЧЕН САПУН АНТИБАКТЕРИСКИ 400МЛ.,120.00,100 МЛ: =30ДЕН,ТЕЧЕН САПУН СО ПУМПА,ДА,,,,,
vardar,МЕДИТАЦИИ – МАРКО АУРЕЛИЈ,300.00,1 ПАРЧЕ =300ДЕН,КНИГИ ЗА ВОЗРАСНИ,ДА,,,,,
vardar,МЕДИТЕРАНЕО ТОАЛЕТНА ВОДА 100МЛ,1299.00,100 МЛ: =1299ДЕН,ТОАЛЕТНА ВОДА ЗА МАЖИ,ДА,,,,,
vardar,МЕДИТЕРАНЕО ТОАЛЕТНА ВОДА 50МЛ,1029.00,100 МЛ: =2058ДЕН,ТОАЛЕТНА ВОДА ЗА МАЖИ,ДА,,,,,
vardar,МЕДОНАЛ РЕС КОМ,312.00,100 ГР: =124.8ДЕН,МЕД,ДА,,,,,
vardar,МЕЗАМ ЦРНИ МАСЛИНКИ 200Г,51.00,100 ГР: =25.5ДЕН,МАСЛИНКИ,ДА,,,,,
vardar,МЕЗАМ ЦРНИ МАСЛИНКИ 500ГР,127.00,100 ГР: =25.4ДЕН,МАСЛИНКИ,ДА,,,,,
vardar,МЕЗАМ ЦРНИ МАСЛИНКИ 700ГР,330.00,100 ГР: =47.14ДЕН,МАСЛИНКИ,ДА,,,,,
vardar,МЕК ГУСТО МАКАРОНИ АЛФРЕДО 55ГР,92.00,100 ГР: =167.27ДЕН,ТЕСТЕНИНИ,ДА,,,,,
vardar,МЕК ГУСТО МАКАРОНИ НАПОЛЕТАНА 55ГР,92.00,100 ГР: =167.27ДЕН,ТЕСТЕНИНИ,ДА,,,,,
vardar,МЕКА ИГРАЧКА ЗА МИЛЕНИЦИ,239.00,1 ПАРЧЕ =239ДЕН,АКСЕСОАРИ ЗА КУЧИЊА,ДА,,,,,
vardar,МЕКАЛАН 12 0.7Л,4999.00,100 МЛ: =714.14ДЕН,ВИСКИ,ДА,,,,,
vardar,МЕКАЛАН 15 0.7Л,9369.00,100 МЛ: =1338.43ДЕН,ВИСКИ,ДА,,,,,
vardar,МЕКЕЈН 123 ПОМФРИТ 750Г,199.00,100 ГР: =26.53ДЕН,ПОМФРИТ ЗАМРЗНАТ,ДА,,,,,
vardar,МЕКЕЈН ПОМФРИТ ВЕЏИС ЗАЧИНЕТ 2.5КГ,549.00,100 ГР: =21.96ДЕН,ПОМФРИТ ЗАМРЗНАТ,ДА,,,,,
vardar,МЕККЕЈН ГОЛЕДН ЛОНГС ПОМФРИТ ЗАМРЗНАТ 750Г,199.00,100 ГР: =23.33ДЕН,ПОМФРИТ ЗАМРЗНАТ,ДА,,,,,
vardar,МЕККЕЈН ФАВОРИТА ПОМФРИТ 1КГ,195.00,100 ГР: =19.5ДЕН,ПОМФРИТ ЗАМРЗНАТ,ДА,,,,,
vardar,МЕЛЕМ ЗА УСНИ 4.5 ГР,155.00,100 ГР: =3444.44ДЕН,БАЛЗАМ ЗА ЗАШТИТА НА УСНИ,ДА,,,,,
vardar,"МЕЛЕМ ЗА УСНИ ЗА МАЖИ 4,5ГР",155.00,100 ГР: =3444.44ДЕН,БАЛЗАМ ЗА ЗАШТИТА НА УСНИ,ДА,,,,,
vardar,МЕЛЕМ ЗАШТИТНА КРЕМА 35 МЛ,309.00,100 МЛ: =882.86ДЕН,КРЕМА ЗА РАЦЕ/ТЕЛО,ДА,,,,,
vardar,МЕЛЕМ КРЕМ ЗА РАЦЕ ВИТАМИНСКА 50МЛ,225.00,100 МЛ: =450ДЕН,УНИВЕРЗАЛНА КРЕМА,ДА,,,,,
vardar,МЕЛЕМ КРЕМ ЗА РАЦЕ ЗА ОСЕТЛИВА КОЖА ЦИЦА 50МЛ,225.00,100 МЛ: =450ДЕН,УНИВЕРЗАЛНА КРЕМА,ДА,,,,,
vardar,"МЕЛЕМ ЛАБЕЛО ДРИМ РОУЗ 4,5ГР",279.00,1 ПАРЧЕ =279ДЕН,БАЛЗАМ ЗА ЗАШТИТА НА УСНИ,ДА,,,,,
vardar,"МЕЛЕМ ЛАБЕЛО ФРЕШ МАГНОЛИЈА 4,5Г",279.00,1 ПАРЧЕ =279ДЕН,БАЛЗАМ ЗА ЗАШТИТА НА УСНИ,ДА,,,,,
vardar,МЕЛЕНА СЕМКА ОД ТИКВА 250 ГР,85.00,100 ГР: =34ДЕН,СЕМЕ,ДА,,,,,
vardar,МЕЛЕНО КАФЕ АГРОПЛОД 100ГР,79.00,1 ПАРЧЕ =79ДЕН,ТУРСКО КАФЕ,ДА,,,,,
vardar,МЕЛИ ПЕШКИР 50*90 ЦМ,99.00,1 ПАРЧЕ =99ДЕН,ПЕШКИР ЗА ВО БАЊА,ДА,,,,ПОНУДА,24.04.2025 - 14.05.2025
vardar,МЕЛИ ПЕШКИР 70*140 ЦМ,219.00,1 ПАРЧЕ =219ДЕН,ПЕШКИР ЗА ВО БАЊА,ДА,,,,ПОНУДА,24.04.2025 - 14.05.2025
vardar,МЕЛИТА ФИЛТРИ ЗА КАФЕ 2/40,69.00,1 ПАРЧЕ =1.73ДЕН,ФИЛТЕР ЗА КАФЕ,ДА,,,,,
vardar,МЕЛИТА ФИЛТРИ ЗА КАФЕ 4/40,82.00,1 ПАРЧЕ =2.05ДЕН,ФИЛТЕР ЗА КАФЕ,ДА,,,,,
vardar,МЕН ЕКСПЕРТ ДЕО КАРБОН БЛЕК 150МЛ,292.00,100 МЛ: =194.67ДЕН,ДЕО СПРЕЈ,ДА,,,,,
vardar,МЕН ЕКСПЕРТ ДЕО СПРЕЈ 150МЛ МАГНЕЗИУМ,292.00,100 МЛ: =194.67ДЕН,ДЕО СПРЕЈ,ДА,,,,,
vardar,МЕН ЕКСПЕРТ ДЕО ТЕРМИК РЕСИСТ 150МЛ,292.00,100 МЛ: =194.67ДЕН,ДЕО СПРЕЈ,ДА,,,,,
vardar,МЕН ЕКСПЕРТ ДЕО ШРТ ПРОТЕКТ 150МЛ,292.00,100 МЛ: =194.67ДЕН,ДЕО СПРЕЈ,ДА,,,,,
vardar,МЕН ЕКСПЕРТ РОЛЛ ОН ТЕРМИК РЕСИСТ 50МЛ,292.00,100 МЛ: =584ДЕН,ДЕО РОЛОН,ДА,,,,,
vardar,МЕН ЕКСПЕРТ РОЛЛ ОН ШРТ ПРОТЕКТ 50МЛ,292.00,100 МЛ: =584ДЕН,ДЕО РОЛОН,ДА,,,,,
vardar,МЕН ЕКСПЕРТ РОЛЛ-ОН КАРБОН БЛЕК 50МЛ,292.00,100 МЛ: =584ДЕН,ДЕО РОЛОН,ДА,,,,,
vardar,МЕНАЖ ЧОКОЛАДО 200ГР,179.00,100 ГР: =89.5ДЕН,ЧОКОЛАДО,ДА,,,,,
vardar,МЕНАЖ ЧОКОЛАДО ЗА ГОТВЕЊЕ 100 ГР,99.00,100 ГР: =99ДЕН,ЧОКОЛАДО,ДА,,,,,
vardar,МЕНТИНА ГУМЕНИ БОНБОНИ МЕНТОЛ 90 ГР.,40.00,100 ГР: =44.44ДЕН,МЕКИ БОНБОНИ,ДА,,,,,
vardar,МЕНТИНА ГУМЕНИ БОНБОНИ МЕНТОЛ ПОРТОКАЛ 90 ГР.,40.00,100 ГР: =44.44ДЕН,МЕКИ БОНБОНИ,ДА,,,,,
vardar,МЕНТИНА ГУМЕНИ БОНБОНИ МЕНТОЛ ЈАГОДА 90 ГР.,40.00,100 ГР: =44.44ДЕН,МЕКИ БОНБОНИ,ДА,,,,,
vardar,МЕНТИНА ГУМЕНИ БОНБОНИ МИКС 90 ГР,40.00,100 ГР: =44.44ДЕН,МЕКИ БОНБОНИ,ДА,,,,,
vardar,МЕНТОЛ 100ГР,49.00,100 ГР: =49ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОЛ 100ГР ЕКСТРА СТРОНГ,59.00,100 ГР: =59ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОПЛУС ЕКСТРА СТРОНГ 29.4ГР,15.00,100 ГР: =51.02ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОПЛУС ЈАГОДА ВИТАМИН Ц+Е 29.4ГР,15.00,100 ГР: =51.02ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОС ГУМИ ЗА ЏВАКАЊЕ МИНТ 30 ГР,65.00,100 ГР: =216.67ДЕН,МАСТИКИ,ДА,,,,,
vardar,МЕНТОС ГУМИ ЗА ЏВАКАЊЕ ОВОШНИ 30 ГР,65.00,100 ГР: =216.67ДЕН,МАСТИКИ,ДА,,,,,
vardar,МЕНТОС ЛИМОН И НАНЕ 240МЛ,109.00,100 МЛ: =45.42ДЕН,НЕГАЗИРАН СОК,ДА,,,,,
vardar,МЕНТОС МИНТ 38Г,39.00,100 ГР: =102.63ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОС ОВОШЕН МИКС 240МЛ,109.00,100 МЛ: =45.42ДЕН,НЕГАЗИРАН СОК,ДА,,,,,
vardar,МЕНТОС ОВОШЈЕ 38Г,39.00,100 ГР: =102.63ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОС РАИНБОУ БОНБОНИ 38 ГР.,39.00,100 ГР: =102.63ДЕН,БОНБОНИ,ДА,,,,,
vardar,МЕНТОС ЈАБОЛКО СОДА КИК 240МЛ,109.00,100 МЛ: =45.42ДЕН,НЕГАЗИРАН СОК,ДА,,,,,
vardar,МЕР АКТИВ ГЕЛ ЛИМОН 450МЛ,48.00,100 МЛ: =10.67ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР АКТИВ ГЕЛ ЈАБОЛКО 450МЛ,43.00,100 МЛ: =9.56ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР АЛОЕ ВЕРА 750МЛ,129.00,100 МЛ: =17.2ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР ЕКСТРА АЛОЕ ВЕРА 450МЛ,47.00,100 МЛ: =10.44ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР ЗА САДОВИ БАЛСАМ 750МЛ,129.00,100 МЛ: =17.2ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР ЗА САДОВИ ЛИМОН 750МЛ,129.00,100 МЛ: =17.2ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР ЗА САДОВИ ЈАБОЛКО 750МЛ,129.00,100 МЛ: =17.2ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕР СМОКВА 750МЛ,129.00,100 МЛ: =17.2ДЕН,СРЕДСТВО ЗА РАЧНО МИЕЊЕ САДОВИ,ДА,,,,,
vardar,МЕРАК КАФЕ 200ГР,92.00,100 ГР: =46ДЕН,ТУРСКО КАФЕ,ДА,,,,,
vardar,"МЕРБА КОЛАЧИ СО БРУСНИЦА,БЕЛО ЧОКОЛАДО 200 ГР",182.00,100 ГР: =91ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕРБА МЕКИ МАФИНИ КОЛАЧИ 210 ГР,182.00,100 ГР: =86.67ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕРБА НУГАТЕЛИ КОЛАЧИ 200 ГР,182.00,100 ГР: =91ДЕН,КОЛАЧИ,ДА,,,,,
vardar,МЕРЕНДА КРЕМ 360 ГР.,189.00,100 ГР: =52.5ДЕН,КАКАО КРЕМ,ДА,239.00,"189.00
-20.92%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,МЕРЕНДА КРЕМ 570 ГР.,269.00,100 ГР: =47.19ДЕН,КАКАО КРЕМ,ДА,339.00,"269.00
-20.65%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,МЕРИКС ГЕЛ ГОРСКА СВЕЖИНА 2.475МЛ 55ПЕРЕЊА,579.00,100 МЛ: =23.39ДЕН,ТЕЧЕН ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
vardar,МЕРИКС ГЕЛ ГОРСКА СВЕЖИНА 990MЛ,240.00,100 МЛ: =24.24ДЕН,ТЕЧЕН ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,262.00,"240.00
-8.4%",40,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,МЕРИКС ГЕЛ ЛОТУС 2.25Л 50ПЕРЕЊА,579.00,100 МЛ: =25.73ДЕН,ТЕЧЕН ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
vardar,МЕРИКС ГЕЛ ОРХИДЕА 2.25Л 50ПЕРЕЊА,579.00,100 МЛ: =25.73ДЕН,ТЕЧЕН ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
vardar,МЕРИКС ГЕЛ ОРХИДЕЈА 900МЛ,240.00,100 МЛ: =26.67ДЕН,ТЕЧЕН ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,262.00,"240.00
-8.4%",40,ЛОЈАЛНОСТ,24.04.2025 - 14.05.2025
vardar,МЕРИКС ГЕЛ СЕНЗИТИВ 855ML,247.00,100 МЛ: =28.89ДЕН,ТЕЧЕН ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
vardar,МЕРИКС ГОРСКА СВЕЖИНА 300ГР,82.00,100 ГР: =27.33ДЕН,ПРАШКАСТ ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
vardar,МЕРИКС ДЕТЕРГЕНТ ГОРСКА СВЕЖИНА 1.5 КГ,225.00,100 ГР: =15ДЕН,ПРАШКАСТ ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,279.00,"225.00
-19.35%",,АКЦИСКА ПРОДАЖБА,24.04.2025 - 14.05.2025
vardar,МЕРИКС ДЕТЕРГЕНТ ГОРСКА СВЕЖИНА 3.75КГ 50ПЕРЕЊА,615.00,100 ГР: =16.4ДЕН,ПРАШКАСТ ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
vardar,МЕРИКС ДЕТЕРГЕНТ ОРХИДЕЈА 3.375КГ 45ПЕРЕЊА,615.00,100 ГР: =18.22ДЕН,ПРАШКАСТ ДЕТЕРГЕНТ ЗА ПЕРЕЊЕ АЛИШТА,ДА,,,,,
