url,photo_url,brand,title,original_price,current_price,discount
https://mobelix.com.mk/mk/proizvodi/xiaomi-redmi-note-9t-5g-4gb-ram64gb,https://mobelix.com.mk/storage/app/uploads/public/606/eff/40a/thumb_2684_550_800_0_0_crop.png,Xiaomi,Redmi Note 9T 5G 4GB RAM/64GB,"12,890.00","12,290.00 ден",-5%
https://mobelix.com.mk/mk/proizvodi/one-plus-9-5g-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/609/2af/b4b/thumb_3135_550_800_0_0_crop.png,One Plus,9 5G 8GB RAM/128GB,"30,800.00","24,600.00 ден",-20%
https://mobelix.com.mk/mk/proizvodi/redmi-note-10-pro-max-6gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/609/2b0/4a9/thumb_3141_550_800_0_0_crop.png,Xiaomi,Redmi Note 10 PRO MAX 6GB RAM/128GB,"18,500.00","16,900.00 ден",-9%
https://mobelix.com.mk/mk/proizvodi/xiaomi-poco-x3-pro-6gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/609/2b0/695/thumb_3144_550_800_0_0_crop.png,Xiaomi,Xiaomi Poco X3 PRO 6GB RAM/128GB,"17,200.00","15,400.00 ден",-10%
https://mobelix.com.mk/mk/proizvodi/google-pixel-6-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/619/e34/b79/thumb_3463_550_800_0_0_crop.png,Google,Pixel 6 8GB RAM/128GB,"43,000.00","40,000.00 ден",-7%
https://mobelix.com.mk/mk/proizvodi/realme-gt-master-5g-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/619/e62/78d/thumb_3468_550_800_0_0_crop.png,Realme,Realme GT Master 5G 8GB RAM/256GB,"22,700.00","20,300.00 ден",-11%
https://mobelix.com.mk/mk/proizvodi/poco-f4-gt-5g-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/62f/375/32e/thumb_3904_550_800_0_0_crop.png,Xiaomi,Poco F4 GT 5G 8GB RAM/128GB,"36,900.00","30,100.00 ден",-18%
https://mobelix.com.mk/mk/proizvodi/honor-50-6gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/61b/371/1a6/thumb_3499_550_800_0_0_crop.jpg,Honor,Honor 50 6GB RAM/128GB,"24,600.00","23,400.00 ден",-5%
https://mobelix.com.mk/mk/proizvodi/honor-50-lite-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/61b/373/dad/thumb_3503_550_800_0_0_crop.jpg,Honor,Honor 50 Lite 8GB RAM/128GB,"18,500.00","16,600.00 ден",-10%
https://mobelix.com.mk/mk/proizvodi/mi-pad-5,https://mobelix.com.mk/storage/app/uploads/public/61b/752/761/thumb_3511_550_800_0_0_crop.png,Xiaomi,Mi Pad 5,"26,400.00","25,800.00 ден",-2%
https://mobelix.com.mk/mk/proizvodi/redmi-note-11t-5g-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/61c/c3b/46a/thumb_3536_550_800_0_0_crop.png,Xiaomi,Redmi Note 11T 5G 8GB RAM/128GB,"19,700.00","18,500.00 ден",-6%
https://mobelix.com.mk/mk/proizvodi/xiaomi-mi-11t-5g-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/621/e2d/cde/thumb_3671_550_800_0_0_crop.png,Xiaomi,Xiaomi Mi 11T 5G 8GB RAM/128GB,,"23,400.00 ден",
https://mobelix.com.mk/mk/proizvodi/poco-x4-pro-5g-6128gb,https://mobelix.com.mk/storage/app/uploads/public/622/f53/084/thumb_3698_550_800_0_0_crop.png,Xiaomi,Poco X4 Pro 5G 6/128GB,"20,300.00","17,200.00 ден",-15%
